ID,USERZIPCODE,PLATFORMTYPE,URL,KEYWORDS,TAXONOMY,IS_HCP
23224,2155,'Online Medical Journal',https://www.dermatologyadvisor.com/home/decision-support-in-medicine/dermatology/cellulitis-and-erysipelis/,'Controlled|Clinical|Oral|Total|Nuclear Medicine|Surgery|Arthritis|Drainage|Intravenous|Lymphatic System|Anti-Inflammatory Agents|Joints|Health|Dental|Surgical|Ophthalmology|Diabetes Mellitus|Physicians|Allergic|Cardiology|Gastroenterology|Psychiatry|Rheumatology|Urology|Antibiotic Prophylaxis|Biopsy|Diagnosis|Chronic|Neurology|Dermatitis|Angioedema|General|Hemolytic|Large|False|Trauma|Dermatology|Medicine|Erythema|Liver|Abscess|Lymphedema|Small|Oncology|Shock|Fasciitis|Cellulitis|Debridement',2084P0800X,1
17097,94404,'Online Medical Journal',https://www.gastroenterologyadvisor.com/general-gastroenterology/patient-factors-associated-with-appendectomy-within-30-days-of-antibiotics/?utm_source=jungroup&utm_medium=ppc&utm_campaign=traffic-drivers-gastro&wtu_id_h=9cbeb13e86b5cb4c67501bd451e37da1,'Biliary Tract|Stomach|Metabolic|Neoplasms|Oncology|Anxiety Disorders|Surgery|Dermatology|Gastroenterology|Psychiatry|Liver|Clinical|Transplantation|Hepatic Transplantation|General|Total|Ophthalmology|Rheumatology|Sleep Disorders|Esophagus|Cardiology|False|Urology|Chronic|Neurology|Medicine|Pancreas',208D00000X,1
96991,33065,'Online Medical Journal',https://www.empr.com/drug/vitafol-ob/,Child|Hemolytic|Dermatology|Gastroenterology|Diagnosis|Oral|Anemia|Metabolic|Urology|Health|Neurology|Rheumatology|Physicians|Liver|Oncology|Medicine|Cardiovascular|Clinical|Ophthalmology|Endocrine|False|Chronic|Cardiology|Pediatrics|Pharmacology|Technology|Psychiatry,2084N0400X,1
81840,60629,'Online Medical Journal',https://www.rheumatologyadvisor.com/home/news/early-screening-and-management-of-cardiovascular-risk-factors-important-in-psoriatic-arthritis-and-ankylosing-spondylitis/?utm_source=jungroup&utm_medium=ppc&utm_campaign=traffic-drivers-rheum&rwdd=1,Arthritis|Urology|Oncology|Rheumatology|Clinical|Total|Medicine|Cardiology|Neurology|Cardiovascular|Gastroenterology|Psychiatry|General|Ophthalmology|False|Rheumatoid|Dermatology,2084N0600X,1
108404,27012,'Online Medical Journal','https://www.pulmonologyadvisor.com/home/topics/lung-infection/relationship-between-covid-19-in-children-and-vascular-changes/?utm_source=newsletter&utm_medium=email&utm_campaign=NWLTR_PUL_UPDT_032023_GB&hmEmail=D\%2BzL\%2FA66L\%2F0jIXPDyVucnoIMMI\%2BxHN40&sha256email=b268d3bcd959a81b20917b94b01540f8a10ccbe9da3bece27145260068efeb63&hmSubId=&NID=1528159746','covid|immunoglobulin g|critical care medicine|critical care|rheumatology|psychiatry|oncology|general|total|ophthalmology|neurology|lung diseases|pain|disease|covid-19|medicine|gastroenterology|cardiology|the|lung|clinical|hematology|dermatology|urology|endocrinology|',1041C0700X,1
16024,35222,'Online Medical Journal',https://www.cureus.com/articles/39455-whats-the-risk-differentiating-risk-ratios-odds-ratios-and-hazard-ratios,'Rehabilitation|Transplantation|Clinical|Preventive|Oncology|Orthopedics|Otolaryngology|Preventive Medicine|Rheumatology|Surgery|Medicine|False|Oral|Pathology|Dermatology|Ophthalmology|Specialties|Controlled|Dentistry|Large|Total|Emergency Medicine|Technology|Operative|Surgical|Trauma|Urology|Small|Neurological Surgery|Psychiatry|Patient Care|Male|Physical Medicine & Rehabilitation|Resuscitation|General Practice|Health|General|Anesthesiology|Pediatrics|Cardiac Tamponade|Critical Care|Myocardial Infarction|Cardiac|Cardiology|Gastroenterology|Neurology|Nuclear Medicine',2084N0400X,1
102606,3060,'Online Medical Journal',https://www.infectiousdiseaseadvisor.com/home/decision-support-in-medicine/infectious-diseases/cryptococcus-neoformans/,'Primary Prevention|Cellulitis|Antigens|Immune System|Respiratory Tract|Oral|Large|Small|Cardiology|Cardiovascular Infections|Central Nervous System Infections|Transplantation|Surgical|Sterilization|Early Intervention|Gastrointestinal Tract|Antibody Deficiency|Eye Infections|Sinus|False|Reproductive|Urology|General|Cardiovascular|Diagnosis|Infected|Nervous System|Immune Reconstitution Inflammatory Syndrome|Macrophages|Genetic|Chronic|Delivery|Total|Medicine|Lung|Clinical|CNS|Refractory|Surgery',2084N0400X,1
32321,750935803,'Online Medical Journal',https://globalrph.com/medcalcs/protein-requirements-daily/,'Gastrointestinal Tract|Female|Oncology|Medicine|Small|Metabolic|Elderly|Health|False|Trauma|Total|Lung|Male|Aged|Liver|Drug Therapy|Dental',174400000X,1
75986,15211,'Online Learning Portal',https://www.goodrx.com/health-topic/parenthood-pregnancy/breast-milk-bank-cost,'Atrial Fibrillation|Anesthesia|Flu|Epidural|Early Intervention|Rhinitis|Erythema|Seizures|Stomach|Pregnancy Complications|Newborns|Neonatal|Technology|False|Allergens|Digestive Tract|Thyroid Cancer|Infant|Autoimmune|Genetic|Immune System|Health|Joints|Newborn|Perinatology|Diagnosis|Delivery|Asthma|Infertility|Seasonal|Premature|Small|Pediatrics|Medicine|Intensive Care|Hospitals|Neonatal Intensive Care|Child|Reproductive|Total',2084N0400X,1
98770,46392,'Online Medical Journal',https://www.pulmonologyadvisor.com/home/topics/restrictive-lung-disease/benefits-of-vitamin-supplementation-in-idiopathic-pulmonary-fibrosis/,'Oncology|Ophthalmology|General|Tuberculosis|Medicine|False|Cardiology|Total|Gastroenterology|Asthma|Clinical|Chronic|Dermatology|Rheumatology|Critical Care|Lung|Neurology|Psychiatry|Urology',2084P0800X,1
6490,44321,'Online Medical Journal',https://www.endocrinologyadvisor.com/home/conference-highlights/ada-75th-scientific-sessions-2015/adding-sitagliptin-to-liraglutide-provided-no-extra-benefit-in-diabetes/,General|Total|Induced|False|Neoplastic|Cardiology|Medicine|Clinical|Reproductive|Health|Cardiovascular|Urology,2084P0800X,1
110373,33134,'Online Medical Journal',https://www.cureus.com/articles/39455-whats-the-risk-differentiating-risk-ratios-odds-ratios-and-hazard-ratios,'Rehabilitation|Transplantation|Clinical|Preventive|Oncology|Orthopedics|Otolaryngology|Preventive Medicine|Rheumatology|Surgery|Medicine|False|Oral|Pathology|Dermatology|Ophthalmology|Specialties|Controlled|Dentistry|Large|Total|Emergency Medicine|Technology|Operative|Surgical|Trauma|Urology|Small|Neurological Surgery|Psychiatry|Patient Care|Male|Physical Medicine & Rehabilitation|Resuscitation|General Practice|Health|General|Anesthesiology|Pediatrics|Cardiac Tamponade|Critical Care|Myocardial Infarction|Cardiac|Cardiology|Gastroenterology|Neurology|Nuclear Medicine',2084P0804X,1
46852,90046,'Online Medical Journal',https://www.renalandurologynews.com/tag/diabetes/,'Neurology|Psychiatry|Medicine|Clinical|Gastroenterology|Anemia|Metabolic|Urology|Cardiovascular|Cardiac|Reproductive|Transplantation|Chronic|Oncology|False|Nephritis|Cardiology|Dermatology|Pancreas|Health|Rheumatology|Heart Failure|General|Premature|Ophthalmology',2084P0802X,1
101419,19083,'Online Medical Journal','https://www.clinicaladvisor.com/slideshow/derm-dx/dermdx-dome-like-pigmented-lesion/?utm_source=newsletter&utm_medium=email&utm_campaign=NWLTR_CAD_DXDX_DermDx_031123_RM&hmEmail=wFykv\%2FjQ\%2BDKMOGcsWe\%2BPj99Sz\%2By1cfMN&sha256email=90687ef4d7fc1375f17eae3b84ca21395e789b13bc0ed464833532d62646c028&hmSubId=&NID=1720080849','influenza|nephrology|sarcoma|grandparents|hepatology|rheumatology|psychiatry|oncology|copd|nephrology|general|macrophages|ophthalmology|female|neurology|heart failure|pain|disease|health|diagnosis|orthopedics|medicine|asthma|pain management|gastroenterology|cardiovascular|cardiology|the|clinical|hematology|dermatology|psoriasis|pediatrics|urology|depression|diabetes|male|surgery|endocrinology|',207R00000X,1
6060,60634,'Online Medical Journal',https://www.clinicaladvisor.com/home/consultations/mysterious-stomach-pain-when-coughing/,Liver|Gastroenterology|Pediatrics|Urology|Esophagus|Stomach|Health|Oncology|Rheumatology|Hepatology|General|Chronic|Cardiology|Asthma|Cardiovascular|Neurology|Orthopedics|Clinical|Ophthalmology|Dermatology|Small|Psychiatry|Medicine|Aged|False|Surgery,2084P0800X,1
17625,981662962,'Online Medical Journal',https://www.cancertherapyadvisor.com/home/decision-support-in-medicine/critical-care-medicine/phosphorus-and-calcium-imbalance/,'Diabetes Insipidus|False|Critical Care Medicine|Psychiatry|Seizures|Body Fluids|Child|Arrhythmia|Cardiac|Large|Trauma|Neurology|Oncology|Heart Failure|Cardiovascular|Diagnosis|Surgical|Inherited|Ophthalmology|Pediatrics|Intestine|Myocardial Infarction|Clinical|Liver|Lung|Joints|General|Endocrine|Induced|Gastroenterology|Intravenous|Hereditary|Cardiology|Medicine|Elderly|Health|Metabolic|Delivery|Granuloma|Total|Dermatology|Urology|Critical Care|Newborn|Malnutrition|Acid-Base Imbalance|Bone Diseases|Oral|Chronic|Rheumatology',207Q00000X,1
54400,11791,'Online Medical Journal',https://www.cureus.com/articles/39455-whats-the-risk-differentiating-risk-ratios-odds-ratios-and-hazard-ratios,'Rehabilitation|Transplantation|Clinical|Preventive|Oncology|Orthopedics|Otolaryngology|Preventive Medicine|Rheumatology|Surgery|Medicine|False|Oral|Pathology|Dermatology|Ophthalmology|Specialties|Controlled|Dentistry|Large|Total|Emergency Medicine|Technology|Operative|Surgical|Trauma|Urology|Small|Neurological Surgery|Psychiatry|Patient Care|Male|Physical Medicine & Rehabilitation|Resuscitation|General Practice|Health|General|Anesthesiology|Pediatrics|Cardiac Tamponade|Critical Care|Myocardial Infarction|Cardiac|Cardiology|Gastroenterology|Neurology|Nuclear Medicine',208VP0014X,1
62064,3079,'Online Medical Journal',https://www.clinicalpainadvisor.com/dea-drug-slang-code-words/marijuana-drug-slang-code-words/,Controlled|Chronic|Urology|General|Total|Cardiology|Synthetic|False|Clinical|Medicine,2084N0400X,1
44063,19355,'Online Medical Journal',https://www.cancertherapyadvisor.com/home/cancer-topics/breast-cancer/more-physical-activity-less-sitting-may-cut-breast-cancer-risk/,'Medicine|Total|Gastroenterology|Cardiology|Psychiatry|Lung|Clinical|Genetic|Ophthalmology|General|False|Sports Medicine|Dermatology|Neurology|Urology|Endocrine|Chronic|Oncology|Rheumatology',2084N0400X,1
9228,20011,'Online Medical Journal',https://www.psychiatryadvisor.com/reports/psychiatrist-adept-diagnosing-treating-neurodegenerative-diseases/,'Bipolar and Related Disorders|Trauma|Health|Cardiology|Psychiatry|Medicine|Neurodegenerative Diseases|General|False|Conduct Disorders|Mental Health|Anxiety Disorders|Urology|Clinical|Diagnosis',2084P0800X,1
15810,75067,'Online Medical Journal',https://www.empr.com/home/news/docusol-kids-available-otc-for-children-with-general-constipation/,'chronic kidney disease|rheumatology|psychiatry|oncology|general|induced|ophthalmology|chronic|neurology|endocrine|metabolic|cardiovascular disease|pain|disease|health|medicine|pain management|gastroenterology|technology|cardiovascular|cardiology|the|allergic|clinical|hematology|dermatology|immunization|pediatrics|urology|oral|endocrinology|',2084P0800X,1
64408,10011,'Online Medical Journal','https://allmedx.com/q/Antidepressant use and risk of adverse outcomes?utm_source=Email8084&utm_medium=email&utm_campaign=Email8084&em_tag=30248','covid|radiology|preventive medicine|critical care|neonatal|internal medicine|hepatology|pulmonary medicine|diabetes mellitus|interventional cardiology|oncology|nephrology|medical oncology|acs|general|acute coronary syndrome|induced|disease|health|covid-19|pain management|stroke|cardiology|cerebrovascular accident|dentist|the|vaccine|clinical|hematology|pe|pe|arrhythmia|transplantation|pediatrics|urology|depression|diabetes|hypertension|surgery|',2084P0800X,1
53939,92505,'Online Medical Journal',https://www.2minutemedicine.com/wellness-check-spirituality-9/,'small|coronary artery disease|hospitals|nephrology|psychological|nivolumab|kidney transplantation|myocardial infarction|rheumatology|psychiatry|cardiac arrest|oncology|nephrology|general|specialties|physicians|ipilimumab|transplant|ophthalmology|chronic|neurology|cardiovascular disease|heart failure|disease|aged|health|diagnosis|medicine|gastroenterology|cardiovascular|cardiology|the|lung|clinical|vaccine|dermatology|carcinoma|arrhythmia|neurological disorders|transplantation|pediatrics|hypertension|surgery|endocrinology|',2084N0400X,1
92597,67005,'Online Medical Journal',https://www.cancertherapyadvisor.com/home/decision-support-in-medicine/pediatrics/common-birthmarks/,Medicine|Cardiology|Dermatology|Surgery|Anesthesia|Sinus|Endocrine|Male|Pediatrics|Urology|Child|Neonatal|Small|Chronic|Newborn|Lung|General|Neoplasms|Female|Gastroenterology|Psychiatry|Cysts|Clinical|Laser|Ophthalmology|Neonates|Biopsy|Diagnosis|Oral|Surgical|False|Total|Rheumatology|Newborns|Congenital|Genetic|Infected|Trauma|Neurology|Oncology|Large,207Q00000X,1
42690,44120,'Online Medical Journal',https://www.cureus.com/articles/49757-regadenoson-stress-testing-a-comprehensive-review-with-a-focused-update,'Bradycardia|Perfusion|Asthma|Preventive|Pre-Excitation Syndromes|Lung|Myocardial Infarction|Rehabilitation|Transplantation|Sinus|Neurological Surgery|Neurology|Ophthalmology|Pediatrics|General Practice|Cardiac|Male|Heart Failure|Erythema|Emergency Medicine|Cardiovascular|Surgical|Small|Cardiology|Physical Medicine & Rehabilitation|Psychiatry|Urology|Ischemic Heart Disease|General|Intravenous|Controlled|Large|Total|Myocardial Ischemia|Hypotension|Dentistry|Technology|Anemia|False|Chronic|Pathology|Oncology|Orthopedics|Otolaryngology|Aged|Resuscitation|Trauma|Anesthesiology|Dermatology|Nuclear Medicine|Preventive Medicine|Medicine|Critical Care|Seizures|Specialties|Health|Arrhythmias|Clinical|Oral|Induced|Intrinsic|Gastroenterology|Rheumatology|Surgery',2084N0400X,1
107610,10016,'Online Medical Journal',https://www.pulmonologyadvisor.com/home/drug-database/,'Medicine|Tuberculosis|False|Oncology|Psychiatry|Clinical|Ophthalmology|Rheumatology|Gastroenterology|Critical Care|Asthma|Urology|Pulmonologists|Lung|Cardiology|Neurology|Health|Dermatology|Rhinitis|General',207RC0000X,1
86020,20147,'Online Medical Journal','https://www.medicalbag.com/?utm_source=newsletter&utm_medium=email&utm_campaign=NWLTR_MED_UPDT_071222_RM&hmEmail=FtbT5x4IhsKUUa5k8fvdUw\%3D\%3D&hmSubId=&NID=1144491473','Genetic|Large|Autoimmune|Health|False|Abortion|Dermatology|Ophthalmology|Heart Failure|Technology|Trauma|Surgery|Flu|Clinical|Lung Abscess|Analgesia|Oncology|Lung|Rheumatoid|Cardiovascular|Anemia|Hereditary|Cardiology|Rheumatology|Abscess|Arthritis|Anesthesia|Lung Diseases|Medicine|Dermatitis|Biliary Tract|Congenital|Oral|Neurology|Molecular|Physicians|Liver|Asthma|Ruptured|Angioedema|Diagnosis|Gastroenterology|Psychiatry|Urology',207Y00000X,1
79142,47401,'Online Medical Journal',https://www.clinicalpainadvisor.com/dea-drug-slang-code-words/drug-slang-code-words/,Chronic|Urology|Medicine|Total|General|Child|Controlled|Clinical|False|Dental|Synthetic|Cardiology,207R00000X,1
87267,46324,'Online Medical Journal',https://www.empr.com/drug/zoloft/,Insomnia|Physicians|Arthralgia|Oral|False|Delivery|Urology|Diagnosis|Endocrine|Psychiatry|Epistaxis|Child|Rheumatology|Medicine|Pharmacology|Elderly|Cardiovascular|Clinical|Neonatal|Technology|Neurology|Ophthalmology|Behavior|Cardiology|Health|Gastroenterology|Oncology|Pediatrics|Metabolic|Dermatology,207Q00000X,1
1516,2115,'Online Medical Journal',https://www.cureus.com/articles/39455-whats-the-risk-differentiating-risk-ratios-odds-ratios-and-hazard-ratios,'Rehabilitation|Transplantation|Clinical|Preventive|Oncology|Orthopedics|Otolaryngology|Preventive Medicine|Rheumatology|Surgery|Medicine|False|Oral|Pathology|Dermatology|Ophthalmology|Specialties|Controlled|Dentistry|Large|Total|Emergency Medicine|Technology|Operative|Surgical|Trauma|Urology|Small|Neurological Surgery|Psychiatry|Patient Care|Male|Physical Medicine & Rehabilitation|Resuscitation|General Practice|Health|General|Anesthesiology|Pediatrics|Cardiac Tamponade|Critical Care|Myocardial Infarction|Cardiac|Cardiology|Gastroenterology|Neurology|Nuclear Medicine',363LP0200X,1
89830,30306,'Online Medical Journal','https://www.thecardiologyadvisor.com/home/topics/vascular-medicine/paclitaxel-eluting-stent-for-treating-symptomatic-femoropopliteal-pad/?utm_source=newsletter&utm_medium=email&utm_campaign=NWLTR_CAR_UPDT_120222_RM&hmEmail=R\%2F1TBI3fXvykNqeihcR83obFgIvZ\%2BFiA&sha256email=bb2712dd47d4e4b182cc761829ad8d7730831a0d8213c3718bf055fe20f6b826&hmSubId=&NID=','disease|health|chronic limb-threatening ischemia|oncology|cardiology|the|general|clinical|hematology|dermatology|acute coronary syndrome|pain|arrhythmia|transplantation|urology|hypertension|',2084P0800X,1
24220,10010,'Online Medical Journal',https://www.neurologyadvisor.com//,'Flu|Clinical|Physicians|Apnea|General|Urology|CNS|Male|Central Nervous System Infections|Health|Psychological|False|Nervous System|Sleep Disorders|Oncology|Medicine|Multiple Sclerosis|Trauma|Total|Neurology|Mental Health|Cardiology',207RG0100X,1
50498,30019,'Online Medical Journal',https://www.rheumatologyadvisor.com/home/news/early-screening-and-management-of-cardiovascular-risk-factors-important-in-psoriatic-arthritis-and-ankylosing-spondylitis/?utm_source=jungroup&utm_medium=ppc&utm_campaign=traffic-drivers-rheum&rwdd=1,Arthritis|Urology|Oncology|Rheumatology|Clinical|Total|Medicine|Cardiology|Neurology|Cardiovascular|Gastroenterology|Psychiatry|General|Ophthalmology|False|Rheumatoid|Dermatology,2084P0800X,1
104353,27263,'Online Medical Journal',https://www.clinicaladvisor.com/home/the-waiting-room/consider-nocturnal-seizures-when-evaluating-a-patient-for-parasomnias/,'Hepatology|General|Diagnosis|Oncology|Surgery|Medicine|Apnea|Small|Cardiology|Sleep Disorders|Orthopedics|Pediatrics|Urology|False|Ophthalmology|Clinical|Health|Behavior|Asthma|Gastroenterology|Neurology|Psychiatry|Seizures|Parasomnias|Cardiovascular|Dermatology|Rheumatology',2084P0800X,1
82363,490581708,'Online Medical Journal',https://www.empr.com/home/news/fda-approves-otc-omeprazole-in-mini-capsule-form/?utm_source=newsletter&utm_medium=email&utm_campaign=mpr-dailydose-dmd-20220529&cpn=&hmSubId=&hmEmail=&NID=1316304975&c_id=&email_hash=1a2f8c88238af6cfda83c98b3666da3b&dl=0&mpweb=1323-186650-7670969,Clinical|Medicine|Child|Cardiology|Ophthalmology|Diagnosis|Endocrine|Psychiatry|Oral|Metabolic|Urology|Technology|False|Gastroenterology|Oncology|Pediatrics|Health|Dermatology|Cardiovascular|Neurology|Rheumatology,363LP0200X,1
84834,10016,'Online Medical Journal',https://www.pulmonologyadvisor.com/home/drug-database/,'Medicine|Tuberculosis|False|Oncology|Psychiatry|Clinical|Ophthalmology|Rheumatology|Gastroenterology|Critical Care|Asthma|Urology|Pulmonologists|Lung|Cardiology|Neurology|Health|Dermatology|Rhinitis|General',207RG0100X,1
66102,30350,'Online Medical Journal',https://www.renalandurologynews.com/home/decision-support-in-medicine/nephrology-hypertension/medical-management-of-the-dialysis-patient-hypercalcemia/,General|Chronic|Total|Cardiology|Gastroenterology|Rheumatology|Medicine|Cardiovascular|Oncology|Arrhythmias|Clinical|Surgery|Surgical|Nephritis|Dermatology|Neurology|Bradycardia|Ophthalmology|Psychiatry|Health|Transplantation|Premature|Anemia|False|Reproductive|Urology|Diagnosis,207Q00000X,1
114464,551251706,'Online Medical Journal',https://www.renalandurologynews.com/home/news/urology/prostate-cancer/survival-outcomes-in-gleason-9-10-pca-similar-with-radiation-surgery/,Cardiovascular|Clinical|Rheumatology|Transplantation|Total|Medicine|General|Cardiology|Neurology|Oncology|Ophthalmology|Surgery|Premature|Biopsy|Anemia|Nephritis|Psychiatry|False|Chronic|Reproductive|Gastroenterology|Health|Dermatology|Urology,2084P0800X,1
32342,314063928,'Online Medical Journal',https://www.clinicaladvisor.com/home/consultations/mysterious-stomach-pain-when-coughing/,Liver|Gastroenterology|Pediatrics|Urology|Esophagus|Stomach|Health|Oncology|Rheumatology|Hepatology|General|Chronic|Cardiology|Asthma|Cardiovascular|Neurology|Orthopedics|Clinical|Ophthalmology|Dermatology|Small|Psychiatry|Medicine|Aged|False|Surgery,207Q00000X,1
10592,383053609,'Online Medical Journal',https://globalrph.com/?s=o,'Arthritis|Diagnosis|False|Liver|Liver Transplantation|Surgical|Thyroid Cancer|Health|Cardiac|Large|Mental Health|Biopsy|Dental|Cardiovascular|Clinical|Medicine|Ophthalmology|Drug Therapy|Transplantation|Oncology',207Q00000X,1
103820,280252927,'Online Medical Journal',https://www.pulmonologyadvisor.com/home/topics/critical-care/association-between-heart-rate-and-mortality-in-acute-pulmonary-embolism/,'Critical Care|Hospitals|General|Dermatology|Total|Lung|Rheumatology|Tuberculosis|Medicine|False|Clinical|Ophthalmology|Surgery|Chronic|Cardiology|Gastroenterology|Oncology|Psychiatry|Urology|Asthma|Neurology',363A00000X,1
69824,66546,'Online Medical Journal',https://www.empr.com/tag/neuropathic-pain/,Arthritis|Controlled|Rheumatology|Health|Pediatrics|Technology|Metabolic|Oncology|Cardiovascular|Oral|Cardiology|Ophthalmology|Child|Clinical|Endocrine|Chronic|Dermatology|Gastroenterology|Psychiatry|Diagnosis|False|Neurology|Medicine|Induced|Urology,2084N0400X,1
58806,77036,'Online Medical Journal',https://www.dermatologyadvisor.com/home/decision-support-in-medicine/dermatology/porocarcinoma-malignant-poroma-eccrine-porocarcinoma-apocrine-porocarcinoma-malignant-eccrine-poroma/,Keratosis|Biopsy|Clinical|Chronic|Lymphedema|Trauma|Lung|Surgical|Total|False|Dermatitis|Neoplasms|Granuloma|Cardiology|General|Urology|Elderly|Medicine|Liver|Diagnosis|Dermatology|Surgery,2084N0400X,1
86288,95695,'Online Medical Journal',https://www.cancertherapyadvisor.com/home/news/conference-coverage/american-society-of-clinical-oncology-genitourinary-asco-gu/asco-gu-2022/early-salvage-radiation-after-surgery-improves-mfs-in-recurrent-prostate-cancer/,Cardiology|Oncology|Psychiatry|Rheumatology|Total|Neurology|Lung|Chronic|Gastroenterology|Urology|Clinical|False|Surgery|Medicine|Endocrine|General|Dermatology|Ophthalmology,208000000X,1
1405,53546,'Online Medical Journal',https://www.medicalbag.com/home/features/what-killed-em/john-wayne/,'Health Care Professional|Stomach|Health|Rheumatology|Ophthalmology|Medicine|False|Dermatology|Urology|Clinical|Large|Cardiology|Neurology|Psychiatry|Total|Oncology|Lung|Gastroenterology',208M00000X,1
53418,402021713,'Online Medical Journal',https://www.2minutemedicine.com/the-bridge-trial-periprocedural-bridging-in-patients-with-atrial-fibrillation-classics-series/,'Large|Physicians|Health|Cardiovascular|Diabetes Mellitus|Cardiac|Oral|Molecular|Atrial Fibrillation|Hospitals|General|Total|Cardiology|Medicine|Heart Failure|Controlled|Clinical|Preventive|Small|False|Surgery',363LP0200X,1
2777,60544,'Online Learning Portal',https://www.goodrx.com/healthcare-access/pharmacies/5-things-to-consider-before-using-a-mail-order-pharmacy,'Allergens|Atrial Fibrillation|Technology|Medicine|Asthma|Preventive|Total|False|Surgery|Diagnosis|Delivery|Thyroid Cancer|Digestive Tract|Health|Flu|Large|Elderly|Chronic|Autoimmune|Arthritis|Seasonal|Small',2084N0400X,1
3938,982034543,'Online Medical Journal',https://www.dermatologyadvisor.com/home/decision-support-in-medicine/dermatology/cellulitis-and-erysipelis/,'Controlled|Clinical|Oral|Total|Nuclear Medicine|Surgery|Arthritis|Drainage|Intravenous|Lymphatic System|Anti-Inflammatory Agents|Joints|Health|Dental|Surgical|Ophthalmology|Diabetes Mellitus|Physicians|Allergic|Cardiology|Gastroenterology|Psychiatry|Rheumatology|Urology|Antibiotic Prophylaxis|Biopsy|Diagnosis|Chronic|Neurology|Dermatitis|Angioedema|General|Hemolytic|Large|False|Trauma|Dermatology|Medicine|Erythema|Liver|Abscess|Lymphedema|Small|Oncology|Shock|Fasciitis|Cellulitis|Debridement',2084P0800X,1
36050,95833,'Online Medical Journal','https://www.infectiousdiseaseadvisor.com/home/general-infectious-disease/prophylactic-antibiotics-during-labor-induction-decrease-cesarean-delivery/?utm_source=newsletter&utm_medium=email&utm_campaign=NWLTR_IDA_UPDT_071522_JZ&hmEmail=1x3iF1SuNI\%2BqauKTZn2Npd\%2FfndfC6gdj&hmSubId=&NID=','Neonatal|Large|False|Delivery|Obstetrics & Gynecology|General|Medicine|Psychiatry|Clinical|Small|Gastroenterology|Controlled|Neurology|Oncology|Ophthalmology|Rheumatology|Antibiotic Prophylaxis|Neonates|Total|Cardiology|Urology|Dermatology',2084P0800X,1
18808,33018,'Online Medical Journal','https://www.clinicaladvisor.com/home/topics/psychiatry-information-center/adolescents-with-autism-spectrum-disorder-may-benefit-from-dance-intervention/?utm_source=newsletter&utm_medium=email&utm_campaign=NWLTR_CAD_UPDT_091922_JM&hmEmail=X5fuR9ev8YBkvYOt3Z9MCYYxkPSjzuG6c1LrZj6wyn8\%3D&sha256email=446ccc6ebf0ecfe1010743384953f0f01c5fc58d1723ed3689c2ad76578fa4cc&hmSubId=&NID=1851427447',Hepatology|False|Ophthalmology|Child|Rheumatology|Behavior|Dermatology|Gastroenterology|Surgery|Neurology|Oncology|Psychiatry|Health|Cardiovascular|Pediatrics|Medicine|General|Clinical|Total|Orthopedics|Asthma|Controlled|Cardiology|Urology,2084P0800X,1
85113,12603,'Online Medical Journal',https://www.renalandurologynews.com/home/news/urology/prostate-cancer/survival-outcomes-in-gleason-9-10-pca-similar-with-radiation-surgery/,Cardiovascular|Clinical|Rheumatology|Transplantation|Total|Medicine|General|Cardiology|Neurology|Oncology|Ophthalmology|Surgery|Premature|Biopsy|Anemia|Nephritis|Psychiatry|False|Chronic|Reproductive|Gastroenterology|Health|Dermatology|Urology,2084P0800X,1
36242,337051410,'Online Medical Journal',https://www.grantsformedical.com/grants-for-parents-with-a-disabled-child.html,'Mental Health|Hospitals|Physicians|Dental|Dermatology|Clinical|Health|Child|Dentistry|False|Surgery|Congenital|Small',2084N0008X,1
50455,98273,'Online Medical Journal',https://www.infectiousdiseaseadvisor.com/home/topics/covid19/is-covid-19-associated-arthritis-a-new-disease-entity/?utm_source=newsletter&utm_medium=email&utm_campaign=NWLTR_IDA_UPDT_121222_AF&hmEmail=hTQGJZU87y3oEL39FP7LU2c0awqV341t&sha256email=5a75f0b1fd2f57c11aba1839e0da2f5ccf8b44f35d55b11f907ebb324d8bd370&hmSubId=&NID=,'small|covid|rheumatic diseases|arthralgia|oncology|general|respiratory tract infections|fatigue|pneumonia|nsaid|inflammation|cardiovascular infections|pain|disease|central nervous system infections|health|covid-19|joint pain|hepatitis|conjunctivitis|rheumatoid arthritis|cardiology|the|clinical|hematology|nervous system|dermatology|polyarthritis|arthritis|urology|eye infections|sepsis|',2084N0400X,1
108710,37042,'Online Medical Journal',https://www.psychiatryadvisor.com//home/topics/sexual-dysfunction/managing-antidepressant-induced-sexual-dysfunction-a-holistic-approach/,'small|psychological|mental health|rheumatology|psychiatry|oncology|anesthesia|erectile dysfunction|general|total|physicians|patient|bipolar and related disorders|induced|escitalopram|ophthalmology|behavior|neurology|atherosclerosis|trauma|new|pain|disease|health|anxiety disorders|medicine|gastroenterology|cardiology|the|doctor|anxiety|hematology|clinical|nervous system|dermatology|conduct disorders|urology|depression|diabetes|muscle relaxation|male|endocrinology|',2084P0800X,1
41307,2453,'Online Medical Journal',https://www.empr.com/home/news/drugs-in-the-pipeline/danicopan-gets-breakthrough-therapy-status-for-paroxysmal-nocturnal-hemoglobinuria/,'covid|pain|disease|health|covid-19|pain management|oncology|cardiology|the|allergic|rash|fatigue|clinical|hematology|dermatology|pediatrics|urology|monoclonal antibody|child|',207RX0202X,1
