ID,IS_HCP,taxClass,TAXONOMY
118530,1,42,2084N0400X
118531,1,788,?
118532,1,789,?
118533,0,98,207Q00000X
118534,1,51,2084B0040X
118535,0,790,?
118536,1,597,?
118537,1,233,?
118538,1,489,?
118539,0,791,?
118540,0,28,2084N0400X
118541,0,235,?
118542,0,40,208000000X
118543,1,232,?
118544,0,185,207Q00000X
118545,1,114,2084P0800X
118546,0,234,?
118547,0,0,207R00000X
118548,0,90,2084P0800X
118549,0,206,207R00000X
118550,1,629,?
118551,1,51,2084B0040X
118552,0,680,?
118553,1,792,?
118554,1,793,?
118555,0,794,?
118556,0,795,?
118557,0,49,208000000X
118558,0,135,2084P0804X
118559,0,309,?
118560,0,530,?
118561,0,796,?
118562,1,146,207QS0010X
118563,0,72,2084N0400X
118564,1,7,2084N0400X
118565,0,90,2084P0800X
118566,1,797,?
118567,1,99,207P00000X
118568,1,257,?
118569,0,19,2084N0400X
118570,1,114,2084P0800X
118571,0,798,?
118572,0,40,208000000X
118573,0,799,?
118574,0,0,207R00000X
118575,0,41,2084N0402X
118576,0,190,2084N0400X
118577,0,35,363LP0200X
118578,0,61,2084N0400X
118579,0,0,207R00000X
118580,0,11,208000000X
118581,1,800,?
118582,0,23,207RI0200X
118583,0,414,?
118584,0,283,?
118585,0,23,207RI0200X
118586,0,15,207RG0100X
118587,1,212,?
118588,1,469,?
118589,0,297,?
118590,0,801,?
118591,0,802,?
118592,0,234,?
118593,0,803,?
118594,0,9,207Q00000X
118595,0,91,363A00000X
118596,0,283,?
118597,1,29,207R00000X
118598,0,804,?
118599,1,141,2084N0400X
118600,0,366,?
118601,0,3,207Q00000X
118602,1,637,?
118603,1,51,2084B0040X
118604,0,59,2084N0402X
118605,1,489,?
118606,1,805,?
118607,0,9,207Q00000X
118608,0,134,2084P0800X
118609,0,390,?
118610,0,303,?
118611,0,185,207Q00000X
118612,1,46,2084N0400X
118613,0,90,2084P0800X
118614,1,806,?
118615,0,137,2084P0804X
118616,0,16,2084P0800X
118617,0,519,?
118618,1,46,2084N0400X
118619,1,487,?
118620,0,20,2084P0800X
118621,1,392,?
118622,0,40,208000000X
118623,1,166,2084P0800X
118624,0,3,207Q00000X
118625,0,80,2084P0800X
118626,1,59,2084N0402X
118627,0,139,207Q00000X
118628,1,77,207Q00000X
118629,1,59,2084N0402X
118630,0,26,2084P0800X
118631,0,395,?
118632,1,807,?
118633,0,19,2084N0400X
118634,0,223,?
118635,0,329,?
118636,1,90,2084P0800X
118637,0,206,207R00000X
118638,1,120,2084N0400X
118639,0,444,?
118640,1,100,2084P0800X
118641,0,397,?
118642,1,115,2084P0804X
118643,0,28,2084N0400X
118644,0,90,2084P0800X
118645,0,129,207RP1001X
118646,1,233,?
118647,1,808,?
118648,0,31,2084N0400X
118649,0,37,363A00000X
118650,0,809,?
118651,1,810,?
118652,1,2,2084N0400X
118653,0,599,?
118654,1,294,?
118655,0,27,208M00000X
118656,0,405,?
118657,1,811,?
118658,0,812,?
118659,0,125,207R00000X
118660,0,813,?
118661,1,147,207RR0500X
118662,1,141,2084N0400X
118663,1,137,2084P0804X
118664,0,286,?
118665,0,203,2084N0400X
118666,0,814,?
118667,0,815,?
118668,1,115,2084P0804X
118669,0,11,208000000X
118670,0,816,?
118671,0,93,2084P0800X
118672,0,302,?
118673,0,817,?
118674,0,818,?
118675,0,40,208000000X
118676,0,49,208000000X
118677,0,819,?
118678,1,820,?
118679,1,564,?
118680,1,469,?
118681,1,456,?
118682,0,666,?
118683,1,90,2084P0800X
118684,0,0,207R00000X
118685,1,59,2084N0402X
118686,0,687,?
118687,1,821,?
118688,1,90,2084P0800X
118689,1,116,2084N0400X
118690,0,822,?
118691,0,41,2084N0402X
118692,1,344,?
118693,0,0,207R00000X
118694,0,61,2084N0400X
118695,0,815,?
118696,0,135,2084P0804X
118697,1,141,2084N0400X
118698,1,147,207RR0500X
118699,1,51,2084B0040X
118700,0,477,?
118701,1,59,2084N0402X
118702,1,823,?
118703,0,0,207R00000X
118704,0,15,207RG0100X
118705,0,329,?
118706,1,824,?
118707,1,525,?
118708,0,15,207RG0100X
118709,0,134,2084P0800X
118710,0,28,2084N0400X
118711,0,825,?
118712,1,615,?
118713,0,3,207Q00000X
118714,0,31,2084N0400X
118715,0,3,207Q00000X
118716,0,18,207R00000X
118717,0,333,?
118718,1,826,?
118719,1,128,207R00000X
118720,0,16,2084P0800X
118721,0,827,?
118722,0,828,?
118723,1,29,207R00000X
118724,0,829,?
118725,0,216,?
118726,0,31,2084N0400X
118727,1,52,207Q00000X
118728,0,9,207Q00000X
118729,0,40,208000000X
118730,0,397,?
118731,0,150,2084P0804X
118732,0,103,207N00000X
118733,1,25,2084P0800X
118734,1,231,?
118735,0,80,2084P0800X
118736,1,830,?
118737,0,98,207Q00000X
118738,0,243,?
118739,0,203,2084N0400X
118740,0,0,207R00000X
118741,0,16,2084P0800X
118742,1,213,?
118743,1,149,2084N0400X
118744,1,831,?
118745,0,427,?
118746,0,832,?
118747,0,452,?
118748,1,378,?
118749,0,49,208000000X
118750,0,258,?
118751,1,536,?
118752,1,378,?
118753,0,39,207Q00000X
118754,1,115,2084P0804X
118755,0,464,?
118756,1,73,207RP1001X
118757,1,147,207RR0500X
118758,0,833,?
118759,0,31,2084N0400X
118760,1,834,?
118761,1,835,?
118762,1,836,?
118763,0,3,207Q00000X
118764,1,837,?
118765,1,94,2084N0400X
118766,1,342,?
118767,0,139,207Q00000X
118768,1,90,2084P0800X
118769,0,284,?
118770,0,19,2084N0400X
118771,1,42,2084N0400X
118772,0,329,?
118773,1,838,?
118774,0,49,208000000X
118775,0,16,2084P0800X
118776,0,224,?
118777,0,3,207Q00000X
118778,1,745,?
118779,0,90,2084P0800X
118780,0,320,?
118781,0,9,207Q00000X
118782,0,3,207Q00000X
118783,0,109,207RI0011X
118784,0,9,207Q00000X
118785,0,258,?
118786,1,66,174400000X
118787,0,182,207R00000X
118788,1,839,?
118789,1,90,2084P0800X
118790,0,191,2084P0800X
118791,1,840,?
118792,1,472,?
118793,0,171,363L00000X
118794,0,414,?
118795,0,16,2084P0800X
118796,0,9,207Q00000X
118797,0,0,207R00000X
118798,0,15,207RG0100X
118799,1,520,?
118800,0,841,?
118801,0,40,208000000X
118802,0,842,?
118803,0,134,2084P0800X
118804,0,26,2084P0800X
118805,0,130,207RX0202X
118806,0,843,?
118807,0,68,207Q00000X
118808,0,0,207R00000X
118809,0,3,207Q00000X
118810,0,16,2084P0800X
118811,0,503,?
118812,0,844,?
118813,0,11,208000000X
118814,0,242,?
118815,1,845,?
118816,0,15,207RG0100X
118817,0,135,2084P0804X
118818,0,86,207R00000X
118819,0,90,2084P0800X
118820,0,61,2084N0400X
118821,1,652,?
118822,1,846,?
118823,0,414,?
118824,1,514,?
118825,1,615,?
118826,0,36,207RC0000X
118827,0,38,207RE0101X
118828,0,15,207RG0100X
118829,1,59,2084N0402X
118830,0,139,207Q00000X
118831,1,847,?
118832,0,503,?
118833,0,283,?
118834,0,125,207R00000X
118835,0,90,2084P0800X
118836,0,185,207Q00000X
118837,1,848,?
118838,0,55,2084N0400X
118839,0,301,?
118840,0,240,?
118841,0,49,208000000X
118842,1,849,?
118843,0,3,207Q00000X
118844,1,850,?
118845,0,129,207RP1001X
118846,0,851,?
118847,1,830,?
118848,1,852,?
118849,1,145,363LF0000X
118850,1,307,?
118851,0,546,?
118852,0,27,208M00000X
118853,0,245,?
118854,0,144,207R00000X
118855,1,59,2084N0402X
118856,0,15,207RG0100X
118857,0,853,?
118858,1,805,?
118859,0,139,207Q00000X
118860,0,0,207R00000X
118861,0,11,208000000X
118862,0,854,?
118863,0,134,2084P0800X
118864,1,114,2084P0800X
118865,0,23,207RI0200X
118866,0,27,208M00000X
118867,0,779,?
118868,0,9,207Q00000X
118869,0,0,207R00000X
118870,0,0,207R00000X
118871,1,378,?
118872,0,98,207Q00000X
118873,0,139,207Q00000X
118874,0,170,2084P0800X
118875,0,247,?
118876,0,0,207R00000X
118877,0,0,207R00000X
118878,0,855,?
118879,0,0,207R00000X
118880,0,856,?
118881,0,0,207R00000X
118882,1,66,174400000X
118883,0,40,208000000X
118884,0,857,?
118885,1,141,2084N0400X
118886,1,94,2084N0400X
118887,0,31,2084N0400X
118888,0,61,2084N0400X
118889,0,86,207R00000X
118890,1,92,2084P0800X
118891,1,90,2084P0800X
118892,0,16,2084P0800X
118893,0,459,?
118894,0,362,?
118895,0,103,207N00000X
118896,0,301,?
118897,1,116,2084N0400X
118898,0,342,?
118899,0,243,?
118900,0,146,207QS0010X
118901,0,3,207Q00000X
118902,1,214,?
118903,1,493,?
118904,1,858,?
118905,1,73,207RP1001X
118906,1,29,207R00000X
118907,1,415,?
118908,0,150,2084P0804X
118909,0,28,2084N0400X
118910,1,859,?
118911,0,9,207Q00000X
118912,1,115,2084P0804X
118913,0,860,?
118914,0,3,207Q00000X
118915,1,345,?
118916,1,493,?
118917,0,33,2084P0800X
118918,0,130,207RX0202X
118919,1,861,?
118920,0,9,207Q00000X
118921,0,9,207Q00000X
118922,0,253,?
118923,1,222,?
118924,0,328,?
118925,0,40,208000000X
118926,1,838,?
118927,1,826,?
118928,0,409,?
118929,0,3,207Q00000X
118930,0,16,2084P0800X
118931,1,51,2084B0040X
118932,1,467,?
118933,0,61,2084N0400X
118934,1,786,?
118935,1,115,2084P0804X
118936,1,493,?
118937,0,0,207R00000X
118938,0,15,207RG0100X
118939,1,29,207R00000X
118940,0,9,207Q00000X
118941,0,22,2084N0400X
118942,0,52,207Q00000X
118943,0,190,2084N0400X
118944,0,300,?
118945,0,176,2085R0001X
118946,0,329,?
118947,1,307,?
118948,1,805,?
118949,0,599,?
118950,0,28,2084N0400X
118951,1,862,?
118952,0,14,207W00000X
118953,0,251,?
118954,0,132,207RH0003X
118955,1,51,2084B0040X
118956,0,9,207Q00000X
118957,0,6,2085R0203X
118958,1,114,2084P0800X
118959,0,16,2084P0800X
118960,1,863,?
118961,0,864,?
118962,1,92,2084P0800X
118963,1,73,207RP1001X
118964,1,458,?
118965,1,95,207P00000X
118966,1,865,?
118967,0,23,207RI0200X
118968,1,222,?
118969,0,23,207RI0200X
118970,0,86,207R00000X
118971,0,234,?
118972,0,135,2084P0804X
118973,0,15,207RG0100X
118974,0,40,208000000X
118975,0,16,2084P0800X
118976,0,550,?
118977,1,95,207P00000X
118978,1,257,?
118979,0,23,207RI0200X
118980,1,401,?
118981,1,29,207R00000X
118982,0,0,207R00000X
118983,1,212,?
118984,0,16,2084P0800X
118985,0,61,2084N0400X
118986,1,2,2084N0400X
118987,1,659,?
118988,0,625,?
118989,0,207,?
118990,0,0,207R00000X
118991,0,687,?
118992,0,866,?
118993,0,98,207Q00000X
118994,1,141,2084N0400X
118995,0,61,2084N0400X
118996,0,91,363A00000X
118997,0,216,?
118998,0,16,2084P0800X
118999,1,344,?
119000,1,493,?
119001,0,748,?
119002,0,477,?
119003,1,79,207Q00000X
119004,0,867,?
119005,0,868,?
119006,1,141,2084N0400X
119007,1,7,2084N0400X
119008,1,90,2084P0800X
119009,0,86,207R00000X
119010,0,869,?
119011,1,141,2084N0400X
119012,1,449,?
119013,0,329,?
119014,0,185,207Q00000X
119015,0,422,?
119016,1,671,?
119017,0,129,207RP1001X
119018,0,135,2084P0804X
119019,1,46,2084N0400X
119020,0,103,207N00000X
119021,0,588,?
119022,1,685,?
119023,0,870,?
119024,0,34,207RG0100X
119025,1,637,?
119026,0,36,207RC0000X
119027,1,871,?
119028,1,872,?
119029,1,29,207R00000X
119030,0,3,207Q00000X
119031,1,759,?
119032,0,31,2084N0400X
119033,0,203,2084N0400X
119034,1,873,?
119035,1,51,2084B0040X
119036,0,0,207R00000X
119037,0,20,2084P0800X
119038,0,874,?
119039,1,875,?
119040,0,16,2084P0800X
119041,1,228,?
119042,1,59,2084N0402X
119043,1,876,?
119044,0,23,207RI0200X
119045,0,15,207RG0100X
119046,0,52,207Q00000X
119047,0,31,2084N0400X
119048,0,0,207R00000X
119049,0,579,?
119050,0,809,?
119051,0,877,?
119052,1,379,?
119053,0,23,207RI0200X
119054,0,49,208000000X
119055,0,16,2084P0800X
119056,0,16,2084P0800X
119057,0,15,207RG0100X
119058,0,15,207RG0100X
119059,1,878,?
119060,1,116,2084N0400X
119061,1,386,?
119062,1,489,?
119063,0,11,208000000X
119064,1,17,2084P0800X
119065,0,879,?
119066,0,880,?
119067,0,190,2084N0400X
119068,1,849,?
119069,0,813,?
119070,0,588,?
119071,0,103,207N00000X
119072,1,90,2084P0800X
119073,0,81,2084N0400X
119074,1,510,?
119075,0,187,207R00000X
119076,0,237,?
119077,0,23,207RI0200X
119078,0,216,?
119079,0,881,?
119080,0,130,207RX0202X
119081,1,378,?
119082,0,3,207Q00000X
119083,0,13,207R00000X
119084,0,258,?
119085,1,882,?
119086,0,883,?
119087,0,90,2084P0800X
119088,1,792,?
119089,0,209,?
119090,1,77,207Q00000X
119091,0,16,2084P0800X
119092,0,176,2085R0001X
119093,0,28,2084N0400X
119094,1,29,207R00000X
119095,0,3,207Q00000X
119096,1,141,2084N0400X
119097,0,188,2084N0400X
119098,0,125,207R00000X
119099,0,130,207RX0202X
119100,0,80,2084P0800X
119101,1,557,?
119102,0,499,?
119103,1,652,?
119104,0,519,?
119105,0,884,?
119106,0,171,363L00000X
119107,0,568,?
119108,0,0,207R00000X
119109,1,42,2084N0400X
119110,0,3,207Q00000X
119111,0,61,2084N0400X
119112,1,90,2084P0800X
119113,0,80,2084P0800X
119114,0,185,207Q00000X
119115,1,637,?
119116,0,31,2084N0400X
119117,0,86,207R00000X
119118,0,103,207N00000X
119119,0,468,?
119120,0,16,2084P0800X
119121,1,42,2084N0400X
119122,1,17,2084P0800X
119123,0,329,?
119124,1,371,?
119125,0,885,?
119126,1,90,2084P0800X
119127,0,52,207Q00000X
119128,0,329,?
119129,1,141,2084N0400X
119130,1,886,?
119131,0,9,207Q00000X
119132,0,123,2084N0400X
119133,0,98,207Q00000X
119134,0,0,207R00000X
119135,0,224,?
119136,0,334,?
119137,1,59,2084N0402X
119138,0,887,?
119139,0,888,?
119140,0,129,207RP1001X
119141,1,343,?
119142,0,16,2084P0800X
119143,0,129,207RP1001X
119144,0,90,2084P0800X
119145,0,144,207R00000X
119146,1,889,?
119147,1,153,2084N0400X
119148,0,16,2084P0800X
119149,1,116,2084N0400X
119150,0,31,2084N0400X
119151,0,208,?
119152,0,90,2084P0800X
119153,0,135,2084P0804X
119154,0,3,207Q00000X
119155,0,16,2084P0800X
119156,1,29,207R00000X
119157,0,16,2084P0800X
119158,0,3,207Q00000X
119159,1,141,2084N0400X
119160,1,115,2084P0804X
119161,1,243,?
119162,0,187,207R00000X
119163,1,141,2084N0400X
119164,0,240,?
119165,0,31,2084N0400X
119166,0,360,?
119167,0,484,?
119168,0,9,207Q00000X
119169,0,20,2084P0800X
119170,0,55,2084N0400X
119171,0,890,?
119172,1,29,207R00000X
119173,0,365,?
119174,1,51,2084B0040X
119175,0,15,207RG0100X
119176,0,34,207RG0100X
119177,0,891,?
119178,0,11,208000000X
119179,0,362,?
119180,0,3,207Q00000X
119181,1,493,?
119182,1,66,174400000X
119183,1,7,2084N0400X
119184,0,3,207Q00000X
119185,0,327,?
119186,1,212,?
119187,0,28,2084N0400X
119188,0,9,207Q00000X
119189,0,892,?
119190,0,16,2084P0800X
119191,0,786,?
119192,1,893,?
119193,0,23,207RI0200X
119194,0,9,207Q00000X
119195,0,28,2084N0400X
119196,0,5,2084P0800X
119197,0,329,?
119198,0,240,?
119199,1,116,2084N0400X
119200,0,109,207RI0011X
119201,0,3,207Q00000X
119202,1,392,?
119203,0,0,207R00000X
119204,0,40,208000000X
119205,0,49,208000000X
119206,0,329,?
119207,0,184,2084N0400X
119208,0,809,?
119209,1,894,?
119210,1,116,2084N0400X
119211,1,525,?
119212,0,61,2084N0400X
119213,0,72,2084N0400X
119214,0,20,2084P0800X
119215,0,895,?
119216,0,3,207Q00000X
119217,1,73,207RP1001X
119218,1,896,?
119219,0,15,207RG0100X
119220,1,219,?
119221,0,11,208000000X
119222,1,66,174400000X
119223,0,9,207Q00000X
119224,0,31,2084N0400X
119225,0,897,?
119226,0,103,207N00000X
119227,0,898,?
119228,0,0,207R00000X
119229,1,73,207RP1001X
119230,0,23,207RI0200X
119231,1,899,?
119232,1,196,2084P0800X
119233,0,134,2084P0800X
119234,0,13,207R00000X
119235,0,176,2085R0001X
119236,1,882,?
119237,0,116,2084N0400X
119238,0,16,2084P0800X
119239,1,900,?
119240,1,379,?
119241,1,901,?
119242,0,128,207R00000X
119243,0,3,207Q00000X
119244,1,73,207RP1001X
119245,1,166,2084P0800X
119246,1,7,2084N0400X
119247,0,16,2084P0800X
119248,1,92,2084P0800X
119249,1,7,2084N0400X
119250,0,902,?
119251,1,903,?
119252,0,49,208000000X
119253,1,904,?
119254,0,64,207K00000X
119255,0,0,207R00000X
119256,0,16,2084P0800X
119257,1,788,?
119258,0,905,?
119259,0,207,?
119260,0,206,207R00000X
119261,0,150,2084P0804X
119262,0,0,207R00000X
119263,1,94,2084N0400X
119264,0,16,2084P0800X
119265,0,206,207R00000X
119266,0,125,207R00000X
119267,0,0,207R00000X
119268,1,343,?
119269,0,870,?
119270,0,3,207Q00000X
119271,0,906,?
119272,0,80,2084P0800X
119273,0,123,2084N0400X
119274,0,0,207R00000X
119275,0,3,207Q00000X
119276,0,328,?
119277,0,15,207RG0100X
119278,0,817,?
119279,0,106,207ND0101X
119280,1,472,?
119281,1,907,?
119282,0,908,?
119283,0,9,207Q00000X
119284,1,386,?
119285,0,26,2084P0800X
119286,1,42,2084N0400X
119287,0,736,?
119288,0,223,?
119289,0,93,2084P0800X
119290,0,0,207R00000X
119291,1,510,?
119292,0,129,207RP1001X
119293,0,414,?
119294,0,40,208000000X
119295,0,23,207RI0200X
119296,0,247,?
119297,0,16,2084P0800X
119298,1,128,207R00000X
119299,1,909,?
119300,0,9,207Q00000X
119301,1,910,?
119302,1,378,?
119303,1,158,2084P0800X
119304,0,15,207RG0100X
119305,0,123,2084N0400X
119306,1,616,?
119307,0,827,?
119308,1,243,?
119309,0,247,?
119310,1,42,2084N0400X
119311,0,286,?
119312,1,911,?
119313,0,519,?
119314,0,0,207R00000X
119315,0,815,?
119316,1,337,?
119317,0,912,?
119318,0,106,207ND0101X
119319,0,28,2084N0400X
119320,0,3,207Q00000X
119321,1,51,2084B0040X
119322,0,135,2084P0804X
119323,0,913,?
119324,0,1,2084N0400X
119325,1,914,?
119326,0,348,?
119327,0,190,2084N0400X
119328,0,139,207Q00000X
119329,0,915,?
119330,1,2,2084N0400X
119331,0,40,208000000X
119332,1,29,207R00000X
119333,0,258,?
119334,1,839,?
119335,1,916,?
119336,0,9,207Q00000X
119337,0,917,?
119338,0,61,2084N0400X
119339,0,16,2084P0800X
119340,0,755,?
119341,0,41,2084N0402X
119342,1,320,?
119343,0,0,207R00000X
119344,0,320,?
119345,1,29,207R00000X
119346,1,344,?
119347,0,35,363LP0200X
119348,0,80,2084P0800X
119349,0,560,?
119350,1,141,2084N0400X
119351,0,90,2084P0800X
119352,0,247,?
119353,0,16,2084P0800X
119354,1,59,2084N0402X
119355,1,345,?
119356,1,87,207RP1001X
119357,0,666,?
119358,0,23,207RI0200X
119359,0,187,207R00000X
119360,1,439,?
119361,1,116,2084N0400X
119362,0,103,207N00000X
119363,0,41,2084N0402X
119364,0,9,207Q00000X
119365,1,48,2084P0800X
119366,0,9,207Q00000X
119367,1,92,2084P0800X
119368,0,190,2084N0400X
119369,0,16,2084P0800X
119370,0,3,207Q00000X
119371,1,29,207R00000X
119372,0,210,?
119373,1,141,2084N0400X
119374,0,191,2084P0800X
119375,0,3,207Q00000X
119376,1,198,363LA2100X
119377,1,219,?
119378,0,234,?
119379,1,29,207R00000X
119380,1,368,?
119381,0,393,?
119382,0,90,2084P0800X
119383,1,918,?
119384,1,919,?
119385,0,206,207R00000X
119386,1,147,207RR0500X
119387,0,206,207R00000X
119388,1,46,2084N0400X
119389,0,93,2084P0800X
119390,0,320,?
119391,0,920,?
119392,0,624,?
119393,0,921,?
119394,0,102,207Q00000X
119395,0,243,?
119396,0,610,?
119397,0,922,?
119398,0,923,?
119399,1,469,?
119400,1,498,?
119401,0,86,207R00000X
119402,0,521,?
119403,0,16,2084P0800X
119404,1,637,?
119405,0,15,207RG0100X
119406,0,103,207N00000X
119407,1,752,?
119408,0,27,208M00000X
119409,1,437,?
119410,0,188,2084N0400X
119411,1,924,?
119412,1,66,174400000X
119413,0,188,2084N0400X
119414,1,128,207R00000X
119415,0,0,207R00000X
119416,0,3,207Q00000X
119417,1,925,?
119418,0,0,207R00000X
119419,1,160,2084P0015X
119420,1,116,2084N0400X
119421,0,33,2084P0800X
119422,0,49,208000000X
119423,1,46,2084N0400X
119424,1,651,?
119425,1,415,?
119426,0,9,207Q00000X
119427,0,155,207T00000X
119428,1,401,?
119429,1,90,2084P0800X
119430,0,9,207Q00000X
119431,1,59,2084N0402X
119432,0,926,?
119433,0,28,2084N0400X
119434,0,130,207RX0202X
119435,0,127,2084N0400X
119436,0,23,207RI0200X
119437,0,3,207Q00000X
119438,0,435,?
119439,1,29,207R00000X
119440,1,90,2084P0800X
119441,1,147,207RR0500X
119442,1,927,?
119443,0,3,207Q00000X
119444,0,103,207N00000X
119445,1,371,?
119446,1,90,2084P0800X
119447,0,928,?
119448,1,929,?
119449,0,127,2084N0400X
119450,1,930,?
119451,0,20,2084P0800X
119452,1,51,2084B0040X
119453,0,0,207R00000X
119454,0,931,?
119455,1,115,2084P0804X
119456,0,0,207R00000X
119457,0,41,2084N0402X
119458,0,134,2084P0800X
119459,0,23,207RI0200X
119460,1,92,2084P0800X
119461,0,26,2084P0800X
119462,0,45,2084N0400X
119463,0,150,2084P0804X
119464,0,97,207RH0003X
119465,1,51,2084B0040X
119466,0,242,?
119467,0,28,2084N0400X
119468,0,9,207Q00000X
119469,0,203,2084N0400X
119470,0,23,207RI0200X
119471,1,47,2084N0600X
119472,0,283,?
119473,0,137,2084P0804X
119474,0,0,207R00000X
119475,1,932,?
119476,1,933,?
119477,0,436,?
119478,1,73,207RP1001X
119479,1,934,?
119480,0,935,?
119481,0,242,?
119482,0,936,?
119483,1,94,2084N0400X
119484,1,90,2084P0800X
119485,0,3,207Q00000X
119486,1,113,174400000X
119487,0,103,207N00000X
119488,0,0,207R00000X
119489,1,472,?
119490,0,0,207R00000X
119491,1,147,207RR0500X
119492,0,90,2084P0800X
119493,1,77,207Q00000X
119494,0,52,207Q00000X
119495,0,247,?
119496,0,365,?
119497,1,92,2084P0800X
119498,0,937,?
119499,0,224,?
119500,1,849,?
119501,0,262,?
119502,1,141,2084N0400X
119503,1,59,2084N0402X
119504,0,0,207R00000X
119505,0,40,208000000X
119506,0,9,207Q00000X
119507,0,9,207Q00000X
119508,1,90,2084P0800X
119509,0,614,?
119510,0,132,207RH0003X
119511,0,390,?
119512,0,91,363A00000X
119513,1,66,174400000X
119514,1,938,?
119515,0,603,?
119516,1,158,2084P0800X
119517,0,26,2084P0800X
119518,0,129,207RP1001X
119519,1,59,2084N0402X
119520,0,34,207RG0100X
119521,1,29,207R00000X
119522,0,0,207R00000X
119523,0,666,?
119524,0,159,2084N0400X
119525,1,939,?
119526,0,940,?
119527,0,40,208000000X
119528,0,15,207RG0100X
119529,1,549,?
119530,0,0,207R00000X
119531,0,0,207R00000X
119532,0,40,208000000X
119533,0,0,207R00000X
119534,0,134,2084P0800X
119535,0,55,2084N0400X
119536,0,11,208000000X
119537,0,16,2084P0800X
119538,0,123,2084N0400X
119539,1,236,?
119540,0,206,207R00000X
119541,1,901,?
119542,0,35,363LP0200X
119543,0,9,207Q00000X
119544,0,49,208000000X
119545,0,16,2084P0800X
119546,0,941,?
119547,1,7,2084N0400X
119548,0,923,?
119549,0,103,207N00000X
119550,0,11,208000000X
119551,0,80,2084P0800X
119552,0,80,2084P0800X
119553,1,46,2084N0400X
119554,1,17,2084P0800X
119555,0,685,?
119556,0,942,?
119557,0,11,208000000X
119558,0,568,?
119559,1,916,?
119560,0,943,?
119561,0,132,207RH0003X
119562,0,135,2084P0804X
119563,0,15,207RG0100X
119564,1,158,2084P0800X
119565,1,90,2084P0800X
119566,0,239,?
119567,0,23,207RI0200X
119568,1,114,2084P0800X
119569,0,125,207R00000X
119570,0,11,208000000X
119571,0,3,207Q00000X
119572,0,243,?
119573,0,803,?
119574,1,178,207RI0200X
119575,0,98,207Q00000X
119576,1,944,?
119577,0,0,207R00000X
119578,0,98,207Q00000X
119579,1,139,207Q00000X
119580,0,945,?
119581,0,171,363L00000X
119582,1,946,?
119583,0,15,207RG0100X
119584,0,947,?
119585,0,137,2084P0804X
119586,0,0,207R00000X
119587,1,948,?
119588,0,36,207RC0000X
119589,1,178,207RI0200X
119590,0,9,207Q00000X
119591,0,878,?
119592,0,72,2084N0400X
119593,0,5,2084P0800X
119594,1,212,?
119595,0,949,?
119596,1,950,?
119597,1,166,2084P0800X
119598,0,242,?
119599,1,51,2084B0040X
119600,0,116,2084N0400X
119601,0,16,2084P0800X
119602,0,15,207RG0100X
119603,0,3,207Q00000X
119604,0,48,2084P0800X
119605,0,951,?
119606,0,0,207R00000X
119607,0,435,?
119608,1,51,2084B0040X
119609,1,952,?
119610,1,59,2084N0402X
119611,0,16,2084P0800X
119612,0,459,?
119613,1,792,?
119614,0,409,?
119615,1,953,?
119616,1,29,207R00000X
119617,0,954,?
119618,0,33,2084P0800X
119619,0,697,?
119620,1,51,2084B0040X
119621,0,409,?
119622,0,9,207Q00000X
119623,0,955,?
119624,0,16,2084P0800X
119625,0,130,207RX0202X
119626,0,956,?
119627,0,150,2084P0804X
119628,0,155,207T00000X
119629,1,789,?
119630,1,95,207P00000X
119631,0,242,?
119632,1,564,?
119633,0,15,207RG0100X
119634,0,957,?
119635,1,958,?
119636,0,23,207RI0200X
119637,1,467,?
119638,0,16,2084P0800X
119639,0,0,207R00000X
119640,0,182,207R00000X
119641,0,959,?
119642,0,24,2084N0400X
119643,1,143,2084P0800X
119644,0,20,2084P0800X
119645,0,55,2084N0400X
119646,0,283,?
119647,1,115,2084P0804X
119648,0,150,2084P0804X
119649,0,28,2084N0400X
119650,0,3,207Q00000X
119651,0,34,207RG0100X
119652,0,203,2084N0400X
119653,0,3,207Q00000X
119654,1,116,2084N0400X
119655,0,70,207RC0000X
119656,0,307,?
119657,0,290,?
119658,0,3,207Q00000X
119659,0,16,2084P0800X
119660,1,17,2084P0800X
119661,0,167,2084P0800X
119662,1,141,2084N0400X
119663,1,296,?
119664,1,960,?
119665,0,116,2084N0400X
119666,0,130,207RX0202X
119667,0,961,?
119668,0,3,207Q00000X
119669,0,393,?
119670,0,962,?
119671,0,11,208000000X
119672,0,98,207Q00000X
119673,1,59,2084N0402X
119674,1,139,207Q00000X
119675,0,8,174400000X
119676,0,625,?
119677,1,116,2084N0400X
119678,0,27,208M00000X
119679,0,963,?
119680,0,16,2084P0800X
119681,0,964,?
119682,0,11,208000000X
119683,0,965,?
119684,0,4,2084P0800X
119685,0,184,2084N0400X
119686,1,29,207R00000X
119687,1,966,?
119688,1,136,2084P0804X
119689,1,933,?
119690,1,386,?
119691,0,49,208000000X
119692,0,206,207R00000X
119693,1,967,?
119694,0,436,?
119695,0,690,?
119696,1,420,?
119697,0,24,2084N0400X
119698,1,968,?
119699,0,0,207R00000X
119700,0,16,2084P0800X
119701,0,28,2084N0400X
119702,0,90,2084P0800X
119703,1,136,2084P0804X
119704,1,115,2084P0804X
119705,0,23,207RI0200X
119706,1,128,207R00000X
119707,0,290,?
119708,0,761,?
119709,1,51,2084B0040X
119710,1,553,?
119711,0,98,207Q00000X
119712,1,72,2084N0400X
